time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.64946	18.0951	5.01681	3.90065	0.462857	lidar	2.83892	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49511	17.9461	4.86646	3.91608	0.441268	radar	3.50976	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25535	17.7787	4.96941	3.91287	0.407759	lidar	1.1771	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.06733	17.5947	5.07627	3.93988	0.427941	radar	2.18248	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.89445	17.4764	5.0083	3.94262	0.407433	lidar	6.20123	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.74579	17.2597	5.10842	3.992	0.458378	radar	2.71825	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56977	17.0704	5.11909	4.01014	0.45239	lidar	0.0303164	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41064	16.907	4.94798	4.01419	0.412918	radar	2.3353	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24961	16.7355	4.93294	4.02809	0.405253	lidar	0.509699	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07442	16.5395	4.90066	4.03564	0.379639	radar	4.77217	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91846	16.3094	4.95015	4.06306	0.388497	lidar	2.2379	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76794	16.1338	4.86396	4.0704	0.365878	radar	0.772953	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55713	15.9667	4.92238	4.05458	0.323183	lidar	1.63654	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.42436	15.7338	5.0529	4.09639	0.369487	radar	2.19222	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.2482	15.5133	5.11285	4.10514	0.356272	lidar	0.646478	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.08924	15.3213	5.07577	4.10941	0.335184	radar	0.959605	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.868676	15.0996	5.19456	4.09671	0.296618	lidar	1.88126	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.726286	14.9214	5.06377	4.09853	0.269905	radar	2.4799	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.637738	14.71	4.99424	4.13591	0.300295	lidar	0.690158	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.520174	14.4671	5.1025	4.17258	0.337997	radar	1.89956	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.342157	14.2422	5.17213	4.17029	0.313087	lidar	0.620268	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.205727	13.9873	5.34544	4.20103	0.347108	radar	2.3988	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.215177	13.7397	5.19234	4.27969	0.425628	lidar	4.30928	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.104898	13.4961	5.26474	4.3039	0.434597	radar	0.620336	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0669565	13.26	5.33343	4.29397	0.393424	lidar	1.09555	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.184787	13.0447	5.20489	4.29691	0.362157	radar	1.42588	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.167805	12.8247	5.05348	4.36519	0.428886	lidar	3.75742	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.280762	12.6009	4.95472	4.3661	0.393694	radar	3.14482	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.403039	12.3669	4.99312	4.36732	0.369363	lidar	0.372294	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.521629	12.1596	4.9353	4.36202	0.334837	radar	3.51296	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.596524	11.9451	4.90243	4.37998	0.337205	lidar	0.474635	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.720733	11.7159	4.91618	4.37318	0.304194	radar	2.71485	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.930277	11.4686	5.04967	4.32845	0.225295	lidar	4.25538	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.02732	11.2455	4.93849	4.32861	0.199659	radar	2.28451	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.21245	11.0179	5.02313	4.29377	0.142056	lidar	2.22676	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.29352	10.7695	5.13455	4.3226	0.183116	radar	1.61305	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.42803	10.5125	5.20234	4.31647	0.163065	lidar	0.789158	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.52359	10.2463	5.30399	4.33582	0.185348	radar	1.26064	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61451	10.0379	5.23967	4.34297	0.183939	lidar	2.10584	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70145	9.80993	5.17258	4.35012	0.177199	radar	0.589913	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.76886	9.59325	5.10966	4.36673	0.187887	lidar	0.867187	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88917	9.33632	5.23137	4.36708	0.183588	radar	2.41623	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.97388	9.03919	5.30813	4.38327	0.190803	lidar	3.88501	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05539	8.82009	5.18673	4.38447	0.171478	radar	1.98186	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.15163	8.56778	5.21139	4.38753	0.164182	lidar	0.0832281	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28838	8.30888	5.28099	4.37142	0.131693	radar	2.57376	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.3232	8.08178	5.19264	4.39992	0.160513	lidar	1.02654	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37577	7.87488	5.08265	4.41428	0.167275	radar	5.50658	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49531	7.62092	5.14748	4.40281	0.141489	lidar	0.686923	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66051	7.38424	5.12506	4.35806	0.0583947	radar	5.19749	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.76723	7.12818	5.17032	4.35423	0.0492467	lidar	0.29781	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82241	6.89613	5.16443	4.37887	0.0885648	radar	1.82749	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.85189	6.69828	5.02553	4.40344	0.115158	lidar	2.38791	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90108	6.48596	4.86918	4.40843	0.0990429	radar	3.40703	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95578	6.25308	4.85056	4.42137	0.109002	lidar	0.194789	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08125	5.99984	4.97275	4.40603	0.0866544	radar	3.89643	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17328	5.71901	5.06907	4.40599	0.0795498	lidar	1.94262	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28431	5.47098	5.05309	4.38308	0.0277063	radar	2.18299	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.38799	5.20493	5.12784	4.3769	0.0174963	lidar	0.685152	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45355	4.95961	5.14039	4.39257	0.0452616	radar	0.289187	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57977	4.67034	5.28147	4.37926	0.0255931	lidar	2.09399	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.69106	4.41509	5.27515	4.35774	-0.0224262	radar	2.01938	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.83446	4.13395	5.40785	4.33897	-0.043164	lidar	2.10745	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90823	3.89649	5.37433	4.35598	-0.00320898	radar	1.44767	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97455	3.67163	5.28351	4.36328	0.00459304	lidar	0.888532	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06791	3.47629	5.15603	4.3474	-0.0305188	radar	4.10174	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15908	3.23265	5.1611	4.3466	-0.029697	lidar	0.0123984	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27753	2.97322	5.22421	4.33052	-0.0588579	radar	0.680411	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37147	2.69355	5.30073	4.3336	-0.0511828	lidar	1.25674	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45577	2.44568	5.28932	4.34142	-0.0302023	radar	0.24135	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56372	2.1748	5.35974	4.33969	-0.0287284	lidar	0.526364	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67154	1.94685	5.32883	4.31336	-0.0906302	radar	3.96354	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79206	1.6638	5.43579	4.3102	-0.0855278	lidar	1.27627	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.91523	1.4123	5.46842	4.29452	-0.109754	radar	0.309435	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97029	1.19112	5.33741	4.29986	-0.103493	lidar	5.34967	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06134	0.98605	5.21845	4.29645	-0.0972844	radar	1.19931	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11894	0.76377	5.129	4.30173	-0.0903088	lidar	3.87701	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21741	0.453546	5.31301	4.31038	-0.0763085	radar	5.40884	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29094	0.218111	5.26203	4.3133	-0.0710271	lidar	1.56443	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40597	0.121796	4.94524	4.28114	-0.102041	radar	9.64456	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47501	-0.120896	4.96232	4.2913	-0.0826311	lidar	2.0885	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59423	-0.323665	4.94107	4.2691	-0.11766	radar	1.60811	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72683	-0.525595	4.90975	4.24905	-0.137064	lidar	1.21858	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84423	-0.767178	5.0624	4.2302	-0.175648	radar	5.59432	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.9422	-1.05186	5.19135	4.24717	-0.135424	lidar	2.9149	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03163	-1.33334	5.28232	4.26535	-0.0979896	radar	3.74781	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16939	-1.55255	5.26001	4.24713	-0.116304	lidar	0.699084	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31249	-1.80607	5.43517	4.22264	-0.163512	radar	3.23612	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41963	-2.07206	5.47387	4.22989	-0.141599	lidar	0.620656	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56815	-2.27497	5.37408	4.20832	-0.15614	radar	3.1878	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71858	-2.48862	5.34851	4.1874	-0.174392	lidar	0.433022	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87288	-2.7043	5.33871	4.16716	-0.190693	radar	1.0433	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96373	-2.98751	5.40388	4.19111	-0.143874	lidar	2.3902	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08982	-3.21281	5.3303	4.18896	-0.130638	radar	0.417779	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21476	-3.40188	5.25159	4.17222	-0.147299	lidar	1.51758	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35879	-3.65848	5.3049	4.17291	-0.133138	radar	4.34322	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51999	-3.78072	5.14516	4.12467	-0.194289	lidar	5.09136	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66419	-3.99167	5.17243	4.11195	-0.201516	radar	0.475899	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81839	-4.22448	5.21142	4.10599	-0.194657	lidar	0.497237	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96839	-4.44519	5.21243	4.09918	-0.189199	radar	0.383258	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13024	-4.68776	5.26949	4.09594	-0.179037	lidar	1.13604	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.26837	-4.88587	5.10607	4.09389	-0.159839	radar	2.26464	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.39902	-5.10281	5.10628	4.09537	-0.14712	lidar	0.231213	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54705	-5.25986	4.95394	4.07488	-0.160911	radar	3.36594	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73626	-5.45695	4.98738	4.05189	-0.180004	lidar	1.90466	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89688	-5.65234	4.98943	4.04028	-0.183159	radar	0.258354	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05229	-5.83605	4.97363	4.02758	-0.188261	lidar	0.0805387	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19283	-5.9828	4.8289	4.01091	-0.196047	radar	5.33202	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.36902	-6.07499	4.71806	3.96145	-0.251126	lidar	3.93721	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54771	-6.25735	4.78273	3.94604	-0.255585	radar	1.18322	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68406	-6.47213	4.81147	3.96019	-0.219427	lidar	0.741132	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91102	-6.63271	4.95412	3.91917	-0.262636	radar	7.2233	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1154	-6.80128	4.97732	3.89503	-0.276599	lidar	0.703895	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3028	-6.96132	5.01062	3.87541	-0.285565	radar	0.843477	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5346	-7.14949	5.08693	3.85416	-0.293168	lidar	3.78092	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.743	-7.28706	5.08242	3.82354	-0.314761	radar	1.69887	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9919	-7.45495	5.1522	3.79466	-0.330587	lidar	3.50527	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1807	-7.58953	5.05057	3.77556	-0.334019	radar	1.36231	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3254	-7.74786	4.98915	3.78224	-0.304627	lidar	3.19178	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5216	-7.8706	4.93839	3.7584	-0.316217	radar	1.67658	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6981	-7.97447	4.86834	3.73532	-0.326831	lidar	2.78956	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8898	-8.08341	4.734	3.71109	-0.337553	radar	1.20567	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1013	-8.17345	4.71552	3.67573	-0.361751	lidar	0.457129	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3344	-8.30226	4.92105	3.65592	-0.361868	radar	2.93172	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5367	-8.38535	4.87295	3.62603	-0.377798	lidar	1.53562	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7405	-8.46813	4.73931	3.59613	-0.394317	radar	1.42877	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0207	-8.56057	4.82788	3.55394	-0.422141	lidar	4.34173	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2758	-8.65877	4.95151	3.52805	-0.425489	radar	2.7427	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4956	-8.70843	4.90939	3.49077	-0.44669	lidar	1.6257	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7076	-8.74642	4.73688	3.44835	-0.478263	radar	3.33223	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9304	-8.86332	4.75789	3.44769	-0.448117	lidar	1.20205	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1913	-8.95118	4.9643	3.433	-0.430892	radar	2.8839	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4131	-9.07171	4.96164	3.43953	-0.394937	lidar	0.862653	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6409	-9.1421	4.90129	3.41992	-0.39702	radar	0.374089	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9317	-9.13811	4.96431	3.35632	-0.452475	lidar	1.75462	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1939	-9.20892	5.00587	3.34005	-0.443941	radar	4.51989	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4583	-9.33286	5.05927	3.35135	-0.400948	lidar	5.39208	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6964	-9.36343	4.92201	3.31724	-0.426713	radar	2.0444	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9514	-9.45225	4.95368	3.31703	-0.399736	lidar	2.14662	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2003	-9.46311	4.90198	3.27877	-0.426978	radar	2.1124	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4502	-9.45566	4.90875	3.23809	-0.451463	lidar	0.492743	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6614	-9.46109	4.81451	3.21018	-0.461638	radar	4.91813	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9486	-9.44123	4.89488	3.16487	-0.489456	lidar	1.57184	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.202	-9.50272	4.9735	3.1734	-0.44081	radar	7.994	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4634	-9.52112	4.99593	3.1564	-0.434463	lidar	0.503452	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7199	-9.51161	4.96077	3.12494	-0.451918	radar	1.66339	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9754	-9.47719	4.97913	3.08852	-0.469253	lidar	0.195456	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2163	-9.44253	4.91999	3.05199	-0.491935	radar	0.577772	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.408	-9.49648	4.80635	3.06905	-0.439926	lidar	2.05111	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6437	-9.48702	4.85746	3.05788	-0.419189	radar	1.76629	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8944	-9.47528	4.87041	3.04188	-0.413038	lidar	0.277608	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1237	-9.43896	4.8891	3.02077	-0.408804	radar	3.8907	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3773	-9.3094	4.94688	2.95307	-0.467804	lidar	3.12218	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6089	-9.2347	4.88351	2.91112	-0.49986	radar	1.10735	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8669	-9.10273	4.95854	2.85104	-0.543369	lidar	1.31042	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1076	-8.99664	4.99491	2.81011	-0.558603	radar	4.89902	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2584	-9.1552	4.68604	2.89426	-0.421574	lidar	14.2215	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4967	-9.11783	4.72795	2.88795	-0.398092	radar	1.60066	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7225	-9.01335	4.75372	2.84804	-0.422697	lidar	0.795089	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9654	-8.93353	4.77256	2.82146	-0.432419	radar	2.5646	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1595	-8.86597	4.71118	2.80327	-0.427864	lidar	1.06679	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3922	-8.78154	4.71024	2.7775	-0.437938	radar	1.9848	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5793	-8.76215	4.60155	2.78488	-0.401614	lidar	1.22968	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7647	-8.63205	4.48146	2.72634	-0.468629	radar	6.13179	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9681	-8.54912	4.47257	2.70756	-0.462922	lidar	0.0363119	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1782	-8.44602	4.54586	2.69001	-0.44525	radar	2.21208	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4167	-8.3348	4.61441	2.66668	-0.447	lidar	1.51281	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6045	-8.2266	4.563	2.63829	-0.459968	radar	0.766359	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8611	-7.95355	4.8271	2.54908	-0.540655	lidar	6.53893	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0508	-7.8044	4.75675	2.50018	-0.58869	radar	3.35859	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2854	-7.61447	4.88437	2.45811	-0.603766	lidar	2.24469	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4883	-7.47097	4.95054	2.45114	-0.555034	radar	1.84385	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6505	-7.33457	4.87876	2.42865	-0.54902	lidar	0.720143	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8445	-7.16851	4.92277	2.4067	-0.53533	radar	0.893811	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9972	-7.09443	4.74854	2.41043	-0.50025	lidar	2.16311	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1656	-6.91114	4.75315	2.37113	-0.52385	radar	1.9547	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3346	-6.64078	4.90803	2.30735	-0.567638	lidar	3.07719	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.502	-6.46333	4.8799	2.27465	-0.584948	radar	3.48213	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5902	-6.34591	4.67791	2.25482	-0.573969	lidar	5.24627	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7307	-6.15992	4.68028	2.22535	-0.573054	radar	0.300032	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
